               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.024649,            0.043085,            0.032125,             0.90582,             0.84542,             0.86399,             0.59127,            0.022174,            0.047367,            0.032099,          0.00023275,          0.00023275,          0.00023275
                 157,            0.024462,            0.042964,            0.032134,             0.90585,             0.84413,             0.86422,             0.59162,            0.022137,            0.047463,            0.032103,           0.0002278,           0.0002278,           0.0002278
                 158,            0.024445,            0.043009,            0.032155,             0.90994,             0.84354,             0.86369,             0.59185,            0.022092,            0.047363,            0.032098,          0.00022285,          0.00022285,          0.00022285
                 159,            0.024373,            0.042421,            0.032145,             0.91141,             0.84311,             0.86722,             0.59431,            0.022092,            0.047341,              0.0321,           0.0002179,           0.0002179,           0.0002179
                 160,            0.024534,            0.043185,            0.032128,             0.91285,             0.84343,             0.86707,             0.59562,            0.022093,            0.047305,            0.032098,          0.00021295,          0.00021295,          0.00021295
                 161,            0.024229,            0.042966,            0.032111,             0.91122,             0.84248,             0.86683,             0.59498,            0.022027,            0.047397,            0.032094,            0.000208,            0.000208,            0.000208
                 162,            0.024456,            0.042556,            0.032166,             0.91381,              0.8419,             0.86525,             0.59418,            0.022018,            0.047387,            0.032091,          0.00020305,          0.00020305,          0.00020305
                 163,            0.024381,             0.04295,            0.032133,              0.9129,              0.8421,             0.86532,             0.59264,            0.022031,            0.047371,            0.032094,           0.0001981,           0.0001981,           0.0001981
                 164,            0.024316,            0.042629,            0.032118,             0.91094,             0.84222,             0.86436,             0.59531,            0.021997,            0.047351,            0.032095,          0.00019315,          0.00019315,          0.00019315
                 165,             0.02413,            0.042014,            0.032117,             0.90879,             0.84531,               0.865,             0.59583,            0.021937,             0.04739,            0.032093,           0.0001882,           0.0001882,           0.0001882
                 166,            0.024346,            0.042341,             0.03213,             0.90746,             0.84536,             0.86426,             0.59568,            0.021967,              0.0474,            0.032095,          0.00018325,          0.00018325,          0.00018325
                 167,            0.024121,            0.042955,            0.032132,             0.90978,             0.84371,             0.86289,             0.59546,            0.021953,            0.047373,            0.032092,           0.0001783,           0.0001783,           0.0001783
                 168,            0.024378,            0.042814,            0.032125,             0.91097,             0.84498,             0.86327,             0.59528,            0.021959,            0.047378,            0.032093,          0.00017335,          0.00017335,          0.00017335
                 169,            0.024451,            0.042706,            0.032134,             0.90624,             0.84766,             0.86402,             0.59607,            0.021945,            0.047408,            0.032091,           0.0001684,           0.0001684,           0.0001684
                 170,            0.024254,            0.042222,            0.032128,             0.90654,             0.84864,             0.86702,             0.59651,            0.021945,             0.04729,            0.032091,          0.00016345,          0.00016345,          0.00016345
                 171,             0.02398,            0.042713,            0.032121,             0.90425,             0.84965,             0.86638,             0.59614,            0.021938,            0.047291,            0.032086,           0.0001585,           0.0001585,           0.0001585
                 172,            0.024102,             0.04278,            0.032144,             0.90862,             0.84771,             0.86513,             0.59657,            0.021915,            0.047215,            0.032088,          0.00015355,          0.00015355,          0.00015355
                 173,            0.024439,            0.042687,            0.032136,             0.90776,             0.85156,             0.86727,             0.59647,            0.021894,            0.047202,            0.032086,           0.0001486,           0.0001486,           0.0001486
                 174,            0.024288,            0.043002,             0.03214,              0.9095,             0.84897,             0.86786,             0.59746,            0.021866,            0.047146,            0.032086,          0.00014365,          0.00014365,          0.00014365
                 175,            0.023938,            0.042106,            0.032102,             0.91212,             0.84895,             0.86816,             0.59791,            0.021872,            0.047114,            0.032084,           0.0001387,           0.0001387,           0.0001387
                 176,            0.024032,            0.042467,            0.032129,             0.91771,             0.84352,             0.86763,              0.5982,            0.021873,            0.047161,            0.032084,          0.00013375,          0.00013375,          0.00013375
                 177,            0.024159,             0.04288,            0.032128,             0.91605,             0.84507,             0.86751,             0.59883,             0.02184,            0.047153,            0.032086,           0.0001288,           0.0001288,           0.0001288
                 178,            0.023973,            0.042421,            0.032147,             0.91717,             0.84367,             0.86712,             0.59888,            0.021852,            0.047129,            0.032088,          0.00012385,          0.00012385,          0.00012385
                 179,            0.024064,            0.043179,            0.032136,              0.9151,             0.84214,             0.86681,             0.60024,            0.021839,            0.047154,            0.032089,           0.0001189,           0.0001189,           0.0001189
                 180,            0.023745,            0.042259,            0.032118,             0.91644,             0.84288,              0.8676,             0.59953,            0.021825,            0.047186,            0.032084,          0.00011395,          0.00011395,          0.00011395
                 181,            0.023839,              0.0418,            0.032131,             0.90939,             0.84451,             0.86564,             0.60037,             0.02178,            0.047141,            0.032085,            0.000109,            0.000109,            0.000109
                 182,            0.023522,            0.042764,            0.032127,              0.9115,             0.84394,             0.86714,             0.59939,            0.021774,            0.047113,            0.032086,          0.00010405,          0.00010405,          0.00010405
                 183,            0.023756,            0.042293,            0.032113,             0.91203,             0.84364,             0.86767,             0.60055,            0.021747,            0.047085,            0.032088,            9.91e-05,            9.91e-05,            9.91e-05
                 184,            0.023838,            0.042491,            0.032141,             0.91103,             0.84339,              0.8677,             0.59952,             0.02174,            0.047084,            0.032085,           9.415e-05,           9.415e-05,           9.415e-05
                 185,            0.023384,            0.041598,            0.032128,             0.90976,             0.84203,             0.86766,             0.59944,            0.021724,            0.047049,            0.032086,            8.92e-05,            8.92e-05,            8.92e-05
                 186,            0.023412,            0.042046,            0.032117,             0.90944,             0.84058,             0.86573,              0.5997,            0.021712,            0.047036,            0.032085,           8.425e-05,           8.425e-05,           8.425e-05
                 187,             0.02358,             0.04149,            0.032103,             0.90903,              0.8413,             0.86553,             0.59849,              0.0217,            0.047042,            0.032082,            7.93e-05,            7.93e-05,            7.93e-05
                 188,            0.023733,            0.041979,            0.032131,             0.90764,             0.84168,             0.86577,             0.59941,            0.021689,            0.047063,            0.032084,           7.435e-05,           7.435e-05,           7.435e-05
                 189,            0.023744,            0.041771,            0.032117,             0.90936,              0.8401,             0.86544,             0.59942,            0.021692,            0.047078,            0.032084,            6.94e-05,            6.94e-05,            6.94e-05
                 190,            0.023519,            0.041827,            0.032102,             0.90753,             0.84041,             0.86579,             0.59954,             0.02169,            0.047085,            0.032082,           6.445e-05,           6.445e-05,           6.445e-05
                 191,            0.023611,            0.041606,            0.032117,             0.90719,              0.8443,             0.86724,             0.60038,            0.021702,            0.047092,            0.032082,            5.95e-05,            5.95e-05,            5.95e-05
                 192,            0.023579,            0.041662,            0.032097,               0.906,             0.84358,             0.86638,             0.60011,            0.021709,            0.047101,            0.032081,           5.455e-05,           5.455e-05,           5.455e-05
                 193,            0.023151,            0.041798,            0.032133,              0.9068,             0.84265,             0.86571,             0.59956,            0.021702,            0.047092,             0.03208,            4.96e-05,            4.96e-05,            4.96e-05
                 194,            0.023219,            0.041842,            0.032118,             0.90513,             0.84281,             0.86502,             0.59989,            0.021694,            0.047081,             0.03208,           4.465e-05,           4.465e-05,           4.465e-05
                 195,            0.023374,            0.041205,            0.032135,             0.90907,             0.84554,             0.86794,             0.59946,            0.021681,            0.047076,            0.032079,            3.97e-05,            3.97e-05,            3.97e-05
                 196,            0.023122,            0.041284,             0.03209,             0.90565,             0.84449,             0.86687,              0.6004,            0.021679,             0.04707,            0.032079,           3.475e-05,           3.475e-05,           3.475e-05
                 197,            0.023335,            0.041708,            0.032109,             0.90669,             0.84545,             0.86702,             0.60009,            0.021669,             0.04706,            0.032079,            2.98e-05,            2.98e-05,            2.98e-05
                 198,            0.023368,            0.041328,            0.032093,             0.90632,             0.84539,             0.86723,             0.59959,            0.021665,            0.047064,            0.032077,           2.485e-05,           2.485e-05,           2.485e-05
                 199,            0.023047,            0.041735,             0.03212,             0.90735,             0.84517,             0.86708,             0.60002,            0.021665,            0.047081,            0.032077,            1.99e-05,            1.99e-05,            1.99e-05
